[23/Nov/2024 12:10:54] {'altitude': 0.1, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99612.9, 'target_altitude_reached': 0, 'temperature': 24, 'x_rotation': 0.3, 'y_rotation': 1.1, 'z_rotation': 0.3, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:07] {'altitude': 0.8, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99608.5, 'target_altitude_reached': 0, 'temperature': 23.5, 'x_rotation': 0.1, 'y_rotation': 0, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:08] {'altitude': 0.6, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99610.4, 'target_altitude_reached': 0, 'temperature': 23.5, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.3, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:09] {'altitude': 0.8, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99608.8, 'target_altitude_reached': 0, 'temperature': 23.5, 'x_rotation': 0.2, 'y_rotation': -0.1, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:09] {'altitude': 0.8, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99608.7, 'target_altitude_reached': 0, 'temperature': 23.5, 'x_rotation': 0.2, 'y_rotation': -0.1, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:10] {'altitude': 0.8, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99607.7, 'target_altitude_reached': 0, 'temperature': 23.5, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:11] {'altitude': 0.7, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99609, 'target_altitude_reached': 0, 'temperature': 23.5, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.3, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:11] {'altitude': 0.7, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99609, 'target_altitude_reached': 0, 'temperature': 23.5, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:12] {'altitude': 0.7, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99608.9, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:12] {'altitude': 0.7, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99609.6, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:13] {'altitude': 0.7, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99609.2, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': 0.1, 'y_rotation': 0, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:14] {'altitude': 0.7, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99609.1, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': 0.1, 'y_rotation': 0, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:14] {'altitude': 0.6, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99610.3, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:15] {'altitude': 0.6, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99610.9, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:16] {'altitude': 0.7, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99608.8, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:16] {'altitude': 0.8, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99609.2, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:17] {'altitude': 0.8, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99608.5, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': 0.2, 'y_rotation': -0.1, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:18] {'altitude': 0.8, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99608.9, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.3, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:18] {'altitude': 0.9, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99606.8, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:19] {'altitude': 0.8, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99608.2, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': 0.2, 'y_rotation': -0.1, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:20] {'altitude': 0.9, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99607.4, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.3, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:20] {'altitude': 1, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99605.3, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': 0.1, 'y_rotation': 0, 'z_rotation': 1.3, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:21] {'altitude': 0.9, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99607.1, 'target_altitude_reached': 0, 'temperature': 23.4, 'x_rotation': 0.1, 'y_rotation': 0, 'z_rotation': 1.3, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:21] {'altitude': 0.9, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99607.5, 'target_altitude_reached': 0, 'temperature': 23.3, 'x_rotation': 0.1, 'y_rotation': 0, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:22] {'altitude': 1, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99606.1, 'target_altitude_reached': 0, 'temperature': 23.3, 'x_rotation': 0.1, 'y_rotation': 0, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:22] {'altitude': 0.9, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99607.3, 'target_altitude_reached': 0, 'temperature': 23.3, 'x_rotation': 0.1, 'y_rotation': 0, 'z_rotation': 1.3, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:23] {'altitude': 0.8, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99607.9, 'target_altitude_reached': 0, 'temperature': 23.3, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.3, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:23] {'altitude': 0.6, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99610.5, 'target_altitude_reached': 0, 'temperature': 23.3, 'x_rotation': 0.1, 'y_rotation': 0, 'z_rotation': 1.3, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:24] {'altitude': 0.7, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99608.9, 'target_altitude_reached': 0, 'temperature': 23.3, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:25] {'altitude': 0.9, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99606.8, 'target_altitude_reached': 0, 'temperature': 23.3, 'x_rotation': 0.1, 'y_rotation': 0, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:25] {'altitude': 0.9, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99606.7, 'target_altitude_reached': 0, 'temperature': 23.3, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:27] {'altitude': 0.9, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99606.4, 'target_altitude_reached': 0, 'temperature': 23.3, 'x_rotation': 0.1, 'y_rotation': 0, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:27] {'altitude': 1, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99606.4, 'target_altitude_reached': 0, 'temperature': 23.3, 'x_rotation': 0.1, 'y_rotation': 0, 'z_rotation': 1.3, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:28] {'altitude': 0.9, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99607.1, 'target_altitude_reached': 0, 'temperature': 23.3, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:28] {'altitude': 0.8, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99608.5, 'target_altitude_reached': 0, 'temperature': 23.3, 'x_rotation': 0.1, 'y_rotation': 0, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:29] {'altitude': 0.8, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99608.2, 'target_altitude_reached': 0, 'temperature': 23.3, 'x_rotation': 0.1, 'y_rotation': 0, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:30] {'altitude': 0.7, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99608.9, 'target_altitude_reached': 0, 'temperature': 23.3, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:30] {'altitude': 0.6, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99610.1, 'target_altitude_reached': 0, 'temperature': 23.3, 'x_rotation': 0.1, 'y_rotation': 0, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:31] {'altitude': 0.4, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99612.6, 'target_altitude_reached': 0, 'temperature': 23.3, 'x_rotation': 0.1, 'y_rotation': 0, 'z_rotation': 1.3, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:32] {'altitude': 0.5, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99612, 'target_altitude_reached': 0, 'temperature': 23.3, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.3, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:32] {'altitude': 0.3, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99614, 'target_altitude_reached': 0, 'temperature': 23.3, 'x_rotation': 0.2, 'y_rotation': 0, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:33] {'altitude': 0.3, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99614.5, 'target_altitude_reached': 0, 'temperature': 23.3, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:34] {'altitude': 0.3, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99613.7, 'target_altitude_reached': 0, 'temperature': 23.3, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:34] {'altitude': 0.2, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99614.9, 'target_altitude_reached': 0, 'temperature': 23.2, 'x_rotation': 0.2, 'y_rotation': -0.1, 'z_rotation': 1.3, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:35] {'altitude': 0, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99617.7, 'target_altitude_reached': 0, 'temperature': 23.3, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:36] {'altitude': 0.3, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99614.1, 'target_altitude_reached': 0, 'temperature': 23.2, 'x_rotation': 0.1, 'y_rotation': 0, 'z_rotation': 1.3, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:36] {'altitude': 0.2, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99614.8, 'target_altitude_reached': 0, 'temperature': 23.2, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:37] {'altitude': 0.2, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99615.5, 'target_altitude_reached': 0, 'temperature': 23.2, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.3, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:37] {'altitude': 0.4, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99613.4, 'target_altitude_reached': 0, 'temperature': 23.2, 'x_rotation': 0.1, 'y_rotation': 0, 'z_rotation': 1.3, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:38] {'altitude': 0.5, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99610.7, 'target_altitude_reached': 0, 'temperature': 23.2, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.3, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:39] {'altitude': 0.4, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99612.8, 'target_altitude_reached': 0, 'temperature': 23.2, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.3, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:39] {'altitude': 0.3, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99614, 'target_altitude_reached': 0, 'temperature': 23.2, 'x_rotation': 0.2, 'y_rotation': 0, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:40] {'altitude': 0.4, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99613.3, 'target_altitude_reached': 0, 'temperature': 23.2, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:41] {'altitude': 0.4, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99612.5, 'target_altitude_reached': 0, 'temperature': 23.2, 'x_rotation': 0.1, 'y_rotation': 0, 'z_rotation': 1.3, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:41] {'altitude': 0.5, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99612.5, 'target_altitude_reached': 0, 'temperature': 23.2, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:42] {'altitude': 0.3, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99614.5, 'target_altitude_reached': 0, 'temperature': 23.2, 'x_rotation': 0.1, 'y_rotation': 0, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:43] {'altitude': 0.4, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99613.1, 'target_altitude_reached': 0, 'temperature': 23.2, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.3, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:43] {'altitude': 0.4, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99613, 'target_altitude_reached': 0, 'temperature': 23.2, 'x_rotation': 0.1, 'y_rotation': 0, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:44] {'altitude': 0.3, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99614.4, 'target_altitude_reached': 0, 'temperature': 23.2, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.3, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:45] {'altitude': 0.5, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99611.6, 'target_altitude_reached': 0, 'temperature': 23.2, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.3, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:45] {'altitude': 0.6, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99610.2, 'target_altitude_reached': 0, 'temperature': 23.2, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:46] {'altitude': 0.7, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99609.5, 'target_altitude_reached': 0, 'temperature': 23.2, 'x_rotation': 0.1, 'y_rotation': 0, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:46] {'altitude': 0.9, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99607.4, 'target_altitude_reached': 0, 'temperature': 23.2, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:48] {'altitude': 0.9, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99606.5, 'target_altitude_reached': 0, 'temperature': 23.2, 'x_rotation': 0.1, 'y_rotation': 0, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:48] {'altitude': 1.1, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99605, 'target_altitude_reached': 0, 'temperature': 23.2, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
