[19/Nov/2024 19:15:48] {'latitude': 0, 'longitude': 0, 'altitude': -0.1, 'pressure': 99961.8, 'x_rotation': -1, 'y_rotation': 2, 'z_rotation': -34, 'temperature': 22.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:23] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99968.1, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:23] {'latitude': 0, 'longitude': 0, 'altitude': -0.7, 'pressure': 99968.7, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:24] {'latitude': 0, 'longitude': 0, 'altitude': -0.7, 'pressure': 99968.8, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:24] {'latitude': 0, 'longitude': None, 'altitude': None, 'pressure': None, 'x_rotation': None, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:27:25] {'latitude': 0, 'longitude': 0, 'altitude': -0.5, 'pressure': 99966.8, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:25] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.5, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:26] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.6, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:26] {'latitude': 0, 'longitude': 0, 'altitude': -0.7, 'pressure': 99968.3, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:27:27] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.6, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:27] {'latitude': 0, 'longitude': 0, 'altitude': -0.7, 'pressure': 99969, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:28] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.6, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:28] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.6, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -35, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:29] {'latitude': 0, 'longitude': None, 'altitude': None, 'pressure': None, 'x_rotation': None, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:27:29] {'latitude': 0, 'longitude': 0, 'altitude': -0.7, 'pressure': 99968.3, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:30] {'latitude': 0, 'longitude': 0, 'altitude': -0.7, 'pressure': 99968.4, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:30] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.1, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:31] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.1, 'x_rotation': -1, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:27:31] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.8, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:32] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.1, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:32] {'latitude': 0, 'longitude': 0, 'altitude': -0.7, 'pressure': 99968.5, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -35, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:33] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99968, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:33] {'latitude': 0, 'longitude': None, 'altitude': None, 'pressure': None, 'x_rotation': None, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:27:34] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99966.8, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:34] {'latitude': 0, 'longitude': 0, 'altitude': -0.7, 'pressure': 99968.2, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:35] {'latitude': 0, 'longitude': 0, 'altitude': -0.7, 'pressure': 99968.3, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:35] {'latitude': 0, 'longitude': 0, 'altitude': -0.7, 'pressure': 99969.1, 'x_rotation': None, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:27:36] {'latitude': 0, 'longitude': 0, 'altitude': -0.7, 'pressure': 99968.3, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:36] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.6, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:37] {'latitude': 0, 'longitude': 0, 'altitude': -0.7, 'pressure': 99969, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:37] {'latitude': 0, 'longitude': 0, 'altitude': -0.7, 'pressure': 99968.3, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:38] {'latitude': 0, 'longitude': 0, 'altitude': -0.5, 'pressure': 99966.2, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:38] {'latitude': 0, 'longitude': 0, 'altitude': -0.4, 'pressure': 99966.3, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:39] {'latitude': 0, 'longitude': 0, 'altitude': -0.4, 'pressure': 99965.6, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:39] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.7, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:40] {'latitude': 0, 'longitude': 0, 'altitude': -0.5, 'pressure': 99966, 'x_rotation': None, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:27:40] {'latitude': 0, 'longitude': 0, 'altitude': -0.7, 'pressure': 99968.4, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:41] {'latitude': 0, 'longitude': 0, 'altitude': -0.5, 'pressure': 99966.3, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:41] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:42] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.1, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': None}
[19/Nov/2024 19:27:42] {'latitude': 0, 'longitude': 0, 'altitude': -0.4, 'pressure': 99965.7, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -35, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:43] {'latitude': 0, 'longitude': 0, 'altitude': -0.5, 'pressure': 99966.5, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:43] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.2, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:44] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.2, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:44] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 999, 'x_rotation': None, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:27:45] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.1, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:45] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.7, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:46] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.7, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:46] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.7, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:27:47] {'latitude': 0, 'longitude': 0, 'altitude': -0.7, 'pressure': 99968.3, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:47] {'latitude': 0, 'longitude': 0, 'altitude': -0.7, 'pressure': 99969, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:48] {'latitude': 0, 'longitude': 0, 'altitude': -0.8, 'pressure': 99969.7, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:48] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.6, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:49] {'latitude': 0, 'longitude': 0, 'altitude': -0.5, 'pressure': None, 'x_rotation': None, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:27:49] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.6, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:50] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.6, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:50] {'latitude': 0, 'longitude': 0, 'altitude': -0.7, 'pressure': 99969.1, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:51] {'latitude': 0, 'longitude': 0, 'altitude': -0.7, 'pressure': 99968.6, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:27:51] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.3, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:52] {'latitude': 0, 'longitude': 0, 'altitude': -0.5, 'pressure': 99965.8, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:52] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.2, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:53] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.9, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:54] {'latitude': 0, 'longitude': 0, 'altitude': 0, 'pressure': None, 'x_rotation': None, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:27:54] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.9, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:55] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.9, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:55] {'latitude': 0, 'longitude': 0, 'altitude': -0.7, 'pressure': 99969.4, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:56] {'latitude': 0, 'longitude': 0, 'altitude': -0.8, 'pressure': 99969.4, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 2, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:27:56] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.9, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:57] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.2, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:57] {'latitude': 0, 'longitude': 0, 'altitude': -0.7, 'pressure': 99968.6, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:58] {'latitude': 0, 'longitude': 0, 'altitude': -0.7, 'pressure': 99968.6, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:58] {'latitude': 0, 'longitude': 0, 'altitude': None, 'pressure': None, 'x_rotation': None, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:27:59] {'latitude': 0, 'longitude': 0, 'altitude': -0.9, 'pressure': 99970.7, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:27:59] {'latitude': 0, 'longitude': 0, 'altitude': -0.7, 'pressure': 99968.6, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:28:00] {'latitude': 0, 'longitude': 0, 'altitude': -0.5, 'pressure': 99966.4, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:28:00] {'latitude': 0, 'longitude': 0, 'altitude': -0.5, 'pressure': 99966.4, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:28:01] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.8, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:28:01] {'latitude': 0, 'longitude': 0, 'altitude': -0.7, 'pressure': 99968.6, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:28:02] {'latitude': 0, 'longitude': 0, 'altitude': -0.7, 'pressure': 99969.3, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:28:02] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.8, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:28:03] {'latitude': 0, 'longitude': 0, 'altitude': None, 'pressure': None, 'x_rotation': None, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:28:03] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.9, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:28:04] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.2, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:28:04] {'latitude': 0, 'longitude': 0, 'altitude': -0.7, 'pressure': 99968.7, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:28:05] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.2, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:28:05] {'latitude': 0, 'longitude': 0, 'altitude': -0.5, 'pressure': 99965.8, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:28:06] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.2, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:28:06] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.9, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:28:07] {'latitude': 0, 'longitude': 0, 'altitude': -0.7, 'pressure': 99968.7, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:28:07] {'latitude': 0, 'longitude': None, 'altitude': None, 'pressure': None, 'x_rotation': None, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:28:08] {'latitude': 0, 'longitude': 0, 'altitude': -0.7, 'pressure': 99968.8, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:28:08] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.3, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:28:09] {'latitude': 0, 'longitude': 0, 'altitude': -0.5, 'pressure': 99966.6, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:28:09] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.3, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:28:10] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99968.1, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:28:10] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99968.1, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:28:11] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.3, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:28:11] {'latitude': 0, 'longitude': 0, 'altitude': -0.6, 'pressure': 99967.3, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
